alg,thread_num,iter_type,prefill,query_num,insert,query,delete
wormhole,3,rand,1000,11000,0.000299677,0.000855039,0.000136246
PGM,3,rand,2000,11000,0.101465,0.00235229,0.190671
wormhole,3,rand,2000,11000,0.000307709,0.000833854,0.000144784
PGM,3,rand,3000,11000,0.109439,0.00224262,0.178668
wormhole,3,rand,3000,11000,0.000321212,0.000787481,0.000138987
PGM,3,rand,4000,11000,0.0992972,0.00203627,0.273392
wormhole,3,rand,4000,11000,0.000331245,0.000821195,0.0001433
PGM,3,rand,5000,11000,0.0926795,0.00235141,0.207752
wormhole,3,rand,5000,11000,0.000280253,0.00082318,0.000117558
PGM,3,rand,6000,11000,0.0863868,0.00208903,0.174451
wormhole,3,rand,6000,11000,0.00033796,0.000838058,0.000145336
PGM,3,rand,7000,11000,0.0893642,0.00183241,0.163639
wormhole,3,rand,7000,11000,0.000248392,0.00083715,9.89E-05
PGM,3,rand,8000,11000,0.114977,0.00228644,0.232238
wormhole,3,rand,8000,11000,0.00031337,0.00112216,0.000119728
PGM,3,rand,9000,11000,0.100064,0.00257889,0.27556
wormhole,3,rand,9000,11000,0.000278995,0.000807869,0.000110373
PGM,3,rand,10000,11000,0.0849644,0.0023767,0.255939
wormhole,3,rand,10000,11000,0.000253693,0.000804861,0.000147355
PGM,3,rand,11000,11000,0.0911866,0.00229684,0.145448
wormhole,3,rand,11000,11000,0.000227783,0.000761612,0.000135899
PGM,3,rand,12000,11000,0.105174,0.00231577,0.170168
wormhole,3,rand,12000,11000,0.000211154,0.000646941,0.000131097
PGM,3,rand,13000,11000,0.100777,0.00249892,0.20046
wormhole,3,rand,13000,11000,0.000250526,0.000607147,0.000137114
PGM,3,rand,14000,11000,0.0951795,0.00258272,0.270537
wormhole,3,rand,14000,11000,0.000271516,0.000662151,0.000137423
PGM,3,rand,15000,11000,0.0936358,0.00229054,0.146444
wormhole,3,rand,15000,11000,0.000264875,0.000697304,6.45E-05
PGM,3,rand,16000,11000,0.0885005,0.00228508,0.20946
wormhole,3,rand,16000,11000,0.000232189,0.000589482,0.000123365
PGM,3,rand,17000,11000,0.0968056,0.00245897,0.274401
wormhole,3,rand,17000,11000,0.000212692,0.000619916,0.000106873
PGM,3,rand,18000,11000,0.0988397,0.00248996,0.185981
wormhole,3,rand,18000,11000,0.000190825,0.000612815,0.000126249
PGM,3,rand,19000,11000,0.100598,0.00234047,0.27631
wormhole,3,rand,19000,11000,0.000193578,0.000631204,0.00012957
PGM,3,seq,1000,12000,2.68922,0.0024781,1.89091
wormhole,3,seq,1000,12000,0.000945263,0.00023131,0.000849062
PGM,3,seq,2000,12000,2.89682,0.00250055,2.88035
wormhole,3,seq,2000,12000,0.00100731,0.000249713,0.00089748
PGM,3,seq,3000,12000,2.75202,0.00232609,2.18644
wormhole,3,seq,3000,12000,0.00101644,0.000263656,0.000833879
PGM,3,seq,4000,12000,2.65878,0.00234503,1.96481
wormhole,3,seq,4000,12000,0.000890082,0.000234391,0.000851055
PGM,3,seq,5000,12000,2.84311,0.00252337,2.47858
wormhole,3,seq,5000,12000,0.000728432,0.000213565,0.000694418
PGM,3,seq,6000,12000,2.86482,0.00244368,2.7389
wormhole,3,seq,6000,12000,0.000684947,0.000211432,0.00067501
PGM,3,seq,7000,12000,2.87832,0.00238601,3.16352
wormhole,3,seq,7000,12000,0.000660645,0.000216732,0.000670446
PGM,3,seq,8000,12000,2.706,0.00234064,2.89958
wormhole,3,seq,8000,12000,0.000662039,0.000223019,0.000671157
PGM,3,seq,9000,12000,2.39123,0.00257531,2.30364
wormhole,3,seq,9000,12000,0.000596781,0.000244682,0.00069077
PGM,3,seq,10000,12000,2.42508,0.00257755,1.74928
wormhole,3,seq,10000,12000,0.000614007,0.000247276,0.000751161
PGM,3,seq,11000,12000,2.71653,0.00251832,1.8454
wormhole,3,seq,11000,12000,0.000529634,0.00022779,0.000656896
PGM,3,seq,12000,12000,2.90556,0.00251568,2.71827
wormhole,3,seq,12000,12000,0.00052185,0.0002243,0.000703379
PGM,3,seq,13000,12000,2.75303,0.00239471,1.60982
wormhole,3,seq,13000,12000,0.000527582,0.000214544,0.000676085
PGM,3,seq,14000,12000,2.74001,0.00239116,2.80574
wormhole,3,seq,14000,12000,0.000519027,0.000203752,0.000699243
PGM,3,seq,15000,12000,2.81901,0.00241678,2.82506
wormhole,3,seq,15000,12000,0.000514743,0.000207873,0.000688141
PGM,3,seq,16000,12000,2.80397,0.00237848,2.76418
wormhole,3,seq,16000,12000,0.000508408,0.000201405,0.000715574
PGM,3,seq,17000,12000,2.94296,0.00239567,2.86194
wormhole,3,seq,17000,12000,0.000495341,0.000203766,0.000716273
PGM,3,seq,18000,12000,2.90768,0.00236905,2.83219
wormhole,3,seq,18000,12000,0.000483172,0.000202198,0.000723202
PGM,3,seq,19000,12000,3.00043,0.00241702,2.74436
wormhole,3,seq,19000,12000,0.000481401,0.000202031,0.000709018
PGM,3,rand,1000,12000,0.110723,0.0024721,0.20597
wormhole,3,rand,1000,12000,0.000319235,0.000871206,0.000143975
PGM,3,rand,2000,12000,0.0908341,0.00256948,0.167236
wormhole,3,rand,2000,12000,0.000325598,0.000873716,0.000140301
PGM,3,rand,3000,12000,0.101492,0.00256709,0.178843
wormhole,3,rand,3000,12000,0.00032544,0.000860567,0.000100366
PGM,3,rand,4000,12000,0.104047,0.00225736,0.25142
wormhole,3,rand,4000,12000,0.000305798,0.000878203,0.000108014
PGM,3,rand,5000,12000,0.0933589,0.00258893,0.191296
wormhole,3,rand,5000,12000,0.000299821,0.000938387,0.000145915
PGM,3,rand,6000,12000,0.0949402,0.00274778,0.264
wormhole,3,rand,6000,12000,0.000292234,0.000891629,0.00016735
PGM,3,rand,7000,12000,0.0927923,0.00227685,0.262977
wormhole,3,rand,7000,12000,0.000279986,0.000914366,0.000152312
PGM,3,rand,8000,12000,0.0963279,0.00236209,0.269895
wormhole,3,rand,8000,12000,0.000319797,0.000873868,0.000121843
PGM,3,rand,9000,12000,0.109079,0.00247746,0.143213
wormhole,3,rand,9000,12000,0.000267111,0.000706496,9.26E-05
PGM,3,rand,10000,12000,0.0851504,0.00265356,0.196049
wormhole,3,rand,10000,12000,0.00027136,0.00087533,0.000137711
PGM,3,rand,11000,12000,0.0948707,0.00277391,0.197492
wormhole,3,rand,11000,12000,0.000215873,0.000720215,0.000101965
PGM,3,rand,12000,12000,0.10508,0.0025145,0.253162
wormhole,3,rand,12000,12000,0.000232711,0.000740349,0.000138564
PGM,3,rand,13000,12000,0.0994164,0.00261462,0.176089
wormhole,3,rand,13000,12000,0.000250684,0.000717397,0.000101195
PGM,3,rand,14000,12000,0.0950405,0.0026067,0.286601
wormhole,3,rand,14000,12000,0.000294993,0.000698744,0.000139296
PGM,3,rand,15000,12000,0.0828669,0.00238434,0.200394
wormhole,3,rand,15000,12000,0.00035328,0.00087982,0.00012728
PGM,3,rand,16000,12000,0.0922748,0.00290055,0.156456
wormhole,3,rand,16000,12000,0.000223242,0.000671204,0.00013379
PGM,3,rand,17000,12000,0.104092,0.0026082,0.257147
wormhole,3,rand,17000,12000,0.000213785,0.000655281,0.000120318
PGM,3,rand,18000,12000,0.104919,0.00249646,0.162578
wormhole,3,rand,18000,12000,0.00019833,0.000633406,0.000136454
PGM,3,rand,19000,12000,0.0934266,0.00214681,0.22232
wormhole,3,rand,19000,12000,0.000213693,0.000659495,0.000148741
PGM,3,seq,1000,13000,3.60619,0.0026951,2.1396
wormhole,3,seq,1000,13000,0.00103048,0.000247223,0.000896743
PGM,3,seq,2000,13000,3.17819,0.00264208,3.52952
wormhole,3,seq,2000,13000,0.00101095,0.000302081,0.000926383
PGM,3,seq,3000,13000,2.98348,0.00265107,2.35216
wormhole,3,seq,3000,13000,0.000947893,0.00023848,0.000850948
PGM,3,seq,4000,13000,3.01574,0.00255747,1.75345
wormhole,3,seq,4000,13000,0.00100993,0.000264227,0.000921965
PGM,3,seq,5000,13000,2.84084,0.00279622,3.3784
wormhole,3,seq,5000,13000,0.000779153,0.000213036,0.000764355
PGM,3,seq,6000,13000,2.88634,0.0025507,2.81354
wormhole,3,seq,6000,13000,0.000821362,0.000232867,0.000832818
PGM,3,seq,7000,13000,3.16749,0.00243662,3.42489
wormhole,3,seq,7000,13000,0.000756621,0.000216432,0.000726601
PGM,3,seq,8000,13000,2.94252,0.00273241,3.07252
wormhole,3,seq,8000,13000,0.000677068,0.000219634,0.000710115
PGM,3,seq,9000,13000,2.72399,0.00273522,1.96843
wormhole,3,seq,9000,13000,0.000673627,0.000253586,0.000738922
PGM,3,seq,10000,13000,2.91419,0.00276124,1.99898
wormhole,3,seq,10000,13000,0.000609588,0.000237132,0.00073724
PGM,3,seq,11000,13000,2.91483,0.00279225,3.14831
wormhole,3,seq,11000,13000,0.00059132,0.000235283,0.000727565
PGM,3,seq,12000,13000,2.96587,0.00272324,1.75823
wormhole,3,seq,12000,13000,0.000553612,0.000218267,0.000611738
PGM,3,seq,13000,13000,2.99373,0.00269499,1.73966
wormhole,3,seq,13000,13000,0.00056576,0.000234001,0.000733228
PGM,3,seq,14000,13000,3.02389,0.00271704,3.00164
wormhole,3,seq,14000,13000,0.000544535,0.00023033,0.000754824
PGM,3,seq,15000,13000,3.04166,0.002598,2.9704
wormhole,3,seq,15000,13000,0.000553866,0.000215615,0.000764882
PGM,3,seq,16000,13000,3.65765,0.00276077,3.04769
wormhole,3,seq,16000,13000,0.00053899,0.000217178,0.000768707
PGM,3,seq,17000,13000,3.2992,0.00267223,3.08758
wormhole,3,seq,17000,13000,0.0005329,0.000188753,0.000759186
PGM,3,seq,18000,13000,3.28597,0.0025702,2.977
wormhole,3,seq,18000,13000,0.000563748,0.000209645,0.000765902
PGM,3,seq,19000,13000,3.24664,0.00263038,3.05218
wormhole,3,seq,19000,13000,0.000521435,0.000209489,0.000771149
PGM,3,rand,1000,13000,0.108395,0.00266724,0.188243
wormhole,3,rand,1000,13000,0.000324824,0.000989196,0.000162723
PGM,3,rand,2000,13000,0.0922611,0.00264996,0.179125
wormhole,3,rand,2000,13000,0.000373554,0.00093251,0.000101973
PGM,3,rand,3000,13000,0.103985,0.00271432,0.17896
wormhole,3,rand,3000,13000,0.000357713,0.00128828,0.000110233
PGM,3,rand,4000,13000,0.120233,0.00303501,0.212793
wormhole,3,rand,4000,13000,0.00036256,0.000956432,0.000149754
PGM,3,rand,5000,13000,0.0811145,0.00244537,0.166809
wormhole,3,rand,5000,13000,0.000261154,0.000868194,9.89E-05
PGM,3,rand,6000,13000,0.0936312,0.00307733,0.281192
wormhole,3,rand,6000,13000,0.000324903,0.000916115,0.00016482
PGM,3,rand,7000,13000,0.0943565,0.00279763,0.254158
wormhole,3,rand,7000,13000,0.000265056,0.000909147,0.000157684
PGM,3,rand,8000,13000,0.0952232,0.00267824,0.138814
wormhole,3,rand,8000,13000,0.000372247,0.00103091,0.00012145
PGM,3,rand,9000,13000,0.102515,0.00258284,0.257301
wormhole,3,rand,9000,13000,0.000292584,0.000906439,0.000133813
PGM,3,rand,10000,13000,0.0973135,0.00272586,0.228709
wormhole,3,rand,10000,13000,0.000237003,0.000996741,0.000120167
PGM,3,rand,11000,13000,0.0927415,0.00304472,0.251661
wormhole,3,rand,11000,13000,0.000212227,0.000764285,0.000139327
PGM,3,rand,12000,13000,0.0905539,0.00261926,0.289388
wormhole,3,rand,12000,13000,0.00023512,0.000798596,0.000128217
PGM,3,rand,13000,13000,0.0940963,0.00273565,0.254674
wormhole,3,rand,13000,13000,0.000256519,0.000762063,0.000139001
PGM,3,rand,14000,13000,0.10029,0.00279908,0.263503
wormhole,3,rand,14000,13000,0.000286908,0.000737351,0.000112474
PGM,3,rand,15000,13000,0.0953583,0.00296602,0.145381
wormhole,3,rand,15000,13000,0.00026533,0.000838046,0.00015078
PGM,3,rand,16000,13000,0.0910759,0.00292556,0.238953
wormhole,3,rand,16000,13000,0.000232048,0.000720527,9.84E-05
PGM,3,rand,17000,13000,0.0890093,0.00263222,0.272198
wormhole,3,rand,17000,13000,0.000204331,0.00071361,0.000133151
PGM,3,rand,18000,13000,0.0932152,0.00259176,0.255795
wormhole,3,rand,18000,13000,0.000200823,0.000673028,0.000125181
PGM,3,rand,19000,13000,0.0977432,0.00287278,0.274763
wormhole,3,rand,19000,13000,0.000198638,0.000714028,0.00014594
PGM,3,seq,1000,14000,3.28257,0.00279076,2.1227
wormhole,3,seq,1000,14000,0.00126899,0.000288078,0.00103662
PGM,3,seq,2000,14000,3.55016,0.00279559,3.55921
wormhole,3,seq,2000,14000,0.00111491,0.000268356,0.000959646
PGM,3,seq,3000,14000,3.11193,0.00298365,2.0596
wormhole,3,seq,3000,14000,0.000988768,0.000253945,0.000853018
PGM,3,seq,4000,14000,3.29097,0.00273909,2.01605
wormhole,3,seq,4000,14000,0.000850862,0.000159701,0.000784446
PGM,3,seq,5000,14000,3.39262,0.00304861,3.21188
wormhole,3,seq,5000,14000,0.000984989,0.000265855,0.000967578
PGM,3,seq,6000,14000,3.33576,0.00290256,3.29673
wormhole,3,seq,6000,14000,0.000941288,0.000239128,0.000881673
PGM,3,seq,7000,14000,3.49153,0.00269735,3.48802
wormhole,3,seq,7000,14000,0.000899842,0.000263048,0.000785785
PGM,3,seq,8000,14000,2.81779,0.00271158,3.15992
wormhole,3,seq,8000,14000,0.000741702,0.000232237,0.000750645
PGM,3,seq,9000,14000,3.1117,0.00270207,2.14609
wormhole,3,seq,9000,14000,0.00071316,0.000240554,0.00076712
PGM,3,seq,10000,14000,3.07057,0.00282449,3.21793
wormhole,3,seq,10000,14000,0.00067888,0.000244448,0.000800154
PGM,3,seq,11000,14000,3.16486,0.00292725,3.04504
wormhole,3,seq,11000,14000,0.001051,0.00056096,0.00572847
PGM,3,seq,12000,14000,3.31787,0.00298161,1.91997
wormhole,3,seq,12000,14000,0.000587381,0.000245618,0.000749358
PGM,3,seq,13000,14000,3.23987,0.00291136,3.25347
wormhole,3,seq,13000,14000,0.000591112,0.00024294,0.000749484
PGM,3,seq,14000,14000,3.31486,0.00292599,3.17521
wormhole,3,seq,14000,14000,0.00060847,0.00023051,0.000799306
PGM,3,seq,15000,14000,3.40606,0.00299059,3.28617
wormhole,3,seq,15000,14000,0.000604469,0.000232068,0.000782994
PGM,3,seq,16000,14000,3.41194,0.00277755,3.33348
wormhole,3,seq,16000,14000,0.000587965,0.000220702,0.000816564
PGM,3,seq,17000,14000,3.17305,0.00271472,3.79954
wormhole,3,seq,17000,14000,0.000570622,0.000219295,0.000825491
PGM,3,seq,18000,14000,3.62133,0.00276563,3.38902
wormhole,3,seq,18000,14000,0.000565172,0.000216899,0.000807404
PGM,3,seq,19000,14000,3.29245,0.00283795,3.58006
wormhole,3,seq,19000,14000,0.00056242,0.000218554,0.000820427
PGM,3,rand,1000,14000,0.110935,0.00283213,0.180595
wormhole,3,rand,1000,14000,0.000342875,0.00105357,0.000116654
PGM,3,rand,2000,14000,0.101941,0.00298673,0.204613
wormhole,3,rand,2000,14000,0.000341317,0.0011027,0.00015926
PGM,3,rand,3000,14000,0.102891,0.00304386,0.196551
wormhole,3,rand,3000,14000,0.000306967,0.000973435,8.29E-05
PGM,3,rand,4000,14000,0.113257,0.00329875,0.252085
wormhole,3,rand,4000,14000,0.000361205,0.0010073,0.000152266
PGM,3,rand,5000,14000,0.0906534,0.00324426,0.196144
wormhole,3,rand,5000,14000,0.00027073,0.000973299,0.000147603
PGM,3,rand,6000,14000,0.101837,0.00303653,0.281409
wormhole,3,rand,6000,14000,0.000320373,0.00101317,0.00015675
PGM,3,rand,7000,14000,0.112013,0.00291385,0.254196
wormhole,3,rand,7000,14000,0.000299152,0.00102707,0.000127423
PGM,3,rand,8000,14000,0.0967522,0.00298577,0.164055
wormhole,3,rand,8000,14000,0.000274405,0.000961312,0.000145859
PGM,3,rand,9000,14000,0.108518,0.0030951,0.26657
wormhole,3,rand,9000,14000,0.000318961,0.00101824,0.000154458
PGM,3,rand,10000,14000,0.0811694,0.00277887,0.249
wormhole,3,rand,10000,14000,0.000249415,0.00099665,0.000120113
PGM,3,rand,11000,14000,0.105744,0.00299761,0.243513
wormhole,3,rand,11000,14000,0.000226952,0.000926792,0.000156141
PGM,3,rand,12000,14000,0.101086,0.00320601,0.250043
wormhole,3,rand,12000,14000,0.000244251,0.000933135,0.000105908
PGM,3,rand,13000,14000,0.0976918,0.00294718,0.258268
wormhole,3,rand,13000,14000,0.000271385,0.000902983,0.000120619
PGM,3,rand,14000,14000,0.0970431,0.00306802,0.265826
wormhole,3,rand,14000,14000,0.00195135,0.00142618,0.000143995
PGM,3,rand,15000,14000,0.0988075,0.0029225,0.227696
wormhole,3,rand,15000,14000,0.00025211,0.000761056,0.000123418
PGM,3,rand,16000,14000,0.0955595,0.00325029,0.243843
wormhole,3,rand,16000,14000,0.000240012,0.000875043,0.000129079
PGM,3,rand,17000,14000,0.0929384,0.00300773,0.248046
wormhole,3,rand,17000,14000,0.00020766,0.000995265,0.000136164
PGM,3,rand,18000,14000,0.0992411,0.00305501,0.215514
wormhole,3,rand,18000,14000,0.000196265,0.000748748,0.000136268
PGM,3,rand,19000,14000,0.103457,0.00296933,0.256459
wormhole,3,rand,19000,14000,0.000205184,0.000897726,0.00014682
PGM,3,seq,1000,15000,3.58343,0.0033377,2.2355
wormhole,3,seq,1000,15000,0.00114938,0.000253775,0.000904404
PGM,3,seq,2000,15000,3.60019,0.00307163,3.57823
wormhole,3,seq,2000,15000,0.00108598,0.000252981,0.00102205
PGM,3,seq,3000,15000,3.19179,0.00321309,2.58747
wormhole,3,seq,3000,15000,0.00112455,0.0002676,0.00100306
PGM,3,seq,4000,15000,3.54937,0.00307913,1.9786
wormhole,3,seq,4000,15000,0.00108805,0.000279662,0.00105405
PGM,3,seq,5000,15000,3.69898,0.00294926,3.51784
wormhole,3,seq,5000,15000,0.000865784,0.000228673,0.00081057
PGM,3,seq,6000,15000,3.64075,0.0032919,2.84006
wormhole,3,seq,6000,15000,0.000839688,0.000235177,0.000807705
PGM,3,seq,7000,15000,3.44312,0.00294726,2.60071
wormhole,3,seq,7000,15000,0.000832338,0.000236363,0.000797791
PGM,3,seq,8000,15000,3.3751,0.00281892,2.36757
wormhole,3,seq,8000,15000,0.000907878,0.000256637,0.000953199
PGM,3,seq,9000,15000,3.41933,0.00286622,3.23337
wormhole,3,seq,9000,15000,0.000778129,0.00024153,0.00083293
PGM,3,seq,10000,15000,3.51426,0.00305916,3.27643
wormhole,3,seq,10000,15000,0.000719972,0.000254297,0.000841632
PGM,3,seq,11000,15000,3.55784,0.00349843,3.35926
wormhole,3,seq,11000,15000,0.000706989,0.000270006,0.000823796
PGM,3,seq,12000,15000,3.54728,0.00304032,2.07098
wormhole,3,seq,12000,15000,0.000646532,0.000255661,0.000802908
PGM,3,seq,13000,15000,3.64163,0.0031085,3.44346
wormhole,3,seq,13000,15000,0.000652706,0.000197523,0.00081789
PGM,3,seq,14000,15000,3.6041,0.00313737,3.55253
wormhole,3,seq,14000,15000,0.000720132,0.000270165,0.000935566
PGM,3,seq,15000,15000,3.67971,0.00319643,3.3067
wormhole,3,seq,15000,15000,0.000623425,0.000245986,0.000808614
PGM,3,seq,16000,15000,3.71051,0.00324295,3.49396
wormhole,3,seq,16000,15000,0.000616233,0.000242155,0.000852918
PGM,3,seq,17000,15000,3.89686,0.00297995,3.70673
wormhole,3,seq,17000,15000,0.000626427,0.00023558,0.000851486
PGM,3,seq,18000,15000,3.5826,0.0027024,3.85341
wormhole,3,seq,18000,15000,0.000610224,0.000238852,0.000872182
PGM,3,seq,19000,15000,3.16037,0.00295266,3.86686
wormhole,3,seq,19000,15000,0.000592217,0.000230053,0.000869587
PGM,3,rand,1000,15000,0.115197,0.00321821,0.176384
wormhole,3,rand,1000,15000,0.000322668,0.00110487,0.000118761
PGM,3,rand,2000,15000,0.092324,0.00334631,0.220786
wormhole,3,rand,2000,15000,0.000354059,0.00106805,0.000122261
PGM,3,rand,3000,15000,0.100966,0.00321012,0.169904
wormhole,3,rand,3000,15000,0.000317832,0.00105041,0.000138408
PGM,3,rand,4000,15000,0.0946036,0.00271744,0.178456
wormhole,3,rand,4000,15000,0.000331539,0.00112532,0.000148451
PGM,3,rand,5000,15000,0.0827401,0.00317374,0.195679
wormhole,3,rand,5000,15000,0.000309711,0.00101601,0.000146591
PGM,3,rand,6000,15000,0.0884149,0.00348385,0.217503
wormhole,3,rand,6000,15000,0.000297555,0.000988143,9.53E-05
PGM,3,rand,7000,15000,0.0965467,0.00291401,0.240024
wormhole,3,rand,7000,15000,0.000267134,0.00107927,0.000142207
PGM,3,rand,8000,15000,0.0941539,0.00295369,0.20749
wormhole,3,rand,8000,15000,0.000318602,0.000985876,0.000135938
PGM,3,rand,9000,15000,0.106911,0.00306157,0.206167
wormhole,3,rand,9000,15000,0.000288617,0.000962048,0.000137426
PGM,3,rand,10000,15000,0.0826871,0.00289116,0.208552
wormhole,3,rand,10000,15000,0.000259962,0.000985911,0.000115969
PGM,3,rand,11000,15000,0.0977898,0.00342947,0.241804
wormhole,3,rand,11000,15000,0.000228424,0.00110179,0.000155919
PGM,3,rand,12000,15000,0.0944414,0.00319521,0.257569
wormhole,3,rand,12000,15000,0.00023137,0.000874856,0.000136353
PGM,3,rand,13000,15000,0.110566,0.00314188,0.254871
wormhole,3,rand,13000,15000,0.00025815,0.000865186,0.000136563
PGM,3,rand,14000,15000,0.103713,0.00354392,0.182222
wormhole,3,rand,14000,15000,0.00028258,0.000822327,0.00014163
PGM,3,rand,15000,15000,0.103241,0.00364557,0.293478
wormhole,3,rand,15000,15000,0.000258187,0.00091694,0.000145018
PGM,3,rand,16000,15000,0.0865461,0.00324868,0.260878
wormhole,3,rand,16000,15000,0.000230337,0.000803302,0.000138686
PGM,3,rand,17000,15000,0.0975628,0.00329864,0.25391
wormhole,3,rand,17000,15000,0.000202491,0.000758487,0.000151127
PGM,3,rand,18000,15000,0.0984008,0.00336331,0.253542
wormhole,3,rand,18000,15000,0.00020383,0.000785566,0.000130334
PGM,3,rand,19000,15000,0.0987182,0.00329871,0.258936
wormhole,3,rand,19000,15000,0.000208478,0.000915079,0.000131271
PGM,3,seq,1000,16000,3.86293,0.00335543,2.38076
wormhole,3,seq,1000,16000,0.00119111,0.000262721,0.000979489
PGM,3,seq,2000,16000,4.0463,0.00326344,4.48014
wormhole,3,seq,2000,16000,0.00123939,0.000270158,0.00108716
PGM,3,seq,3000,16000,3.66205,0.00314798,2.29356
wormhole,3,seq,3000,16000,0.00109834,0.000246945,0.00093548
PGM,3,seq,4000,16000,3.93268,0.00320029,2.78501
wormhole,3,seq,4000,16000,0.00113724,0.00026356,0.00102324
PGM,3,seq,5000,16000,3.89149,0.00348028,3.94032
wormhole,3,seq,5000,16000,0.00105578,0.000265367,0.00103743
PGM,3,seq,6000,16000,3.89952,0.00325324,3.26077
wormhole,3,seq,6000,16000,0.000921354,0.000245531,0.000906139
PGM,3,seq,7000,16000,3.27484,0.00314669,3.37483
wormhole,3,seq,7000,16000,0.000887747,0.000244574,0.000881799
PGM,3,seq,8000,16000,3.63801,0.00307837,2.48758
wormhole,3,seq,8000,16000,0.000858279,0.000244661,0.000830123
PGM,3,seq,9000,16000,3.56086,0.00335341,3.63106
wormhole,3,seq,9000,16000,0.00082011,0.000247246,0.000842551
PGM,3,seq,10000,16000,3.59857,0.00315788,3.48942
wormhole,3,seq,10000,16000,0.000833322,0.000246634,0.000920362
PGM,3,seq,11000,16000,3.80126,0.00336717,3.69369
wormhole,3,seq,11000,16000,0.00119435,0.000339107,0.00069925
PGM,3,seq,12000,16000,3.76298,0.00336128,3.64192
wormhole,3,seq,12000,16000,0.000703058,0.000257077,0.00088267
PGM,3,seq,13000,16000,3.80276,0.00342193,3.8108
wormhole,3,seq,13000,16000,0.000673268,0.000271954,0.000879214
PGM,3,seq,14000,16000,3.98516,0.00320601,3.63106
wormhole,3,seq,14000,16000,0.000665484,0.000268276,0.000875259
PGM,3,seq,15000,16000,3.8801,0.00329473,3.55958
wormhole,3,seq,15000,16000,0.000664194,0.000261219,0.000885727
PGM,3,seq,16000,16000,3.65693,0.00331766,3.7035
wormhole,3,seq,16000,16000,0.000648761,0.000257748,0.000894392
PGM,3,seq,17000,16000,3.82432,0.00342385,3.90681
wormhole,3,seq,17000,16000,0.000643033,0.000241111,0.000894302
PGM,3,seq,18000,16000,3.48214,0.00340654,3.28231
wormhole,3,seq,18000,16000,0.000636789,0.000242873,0.00091918
PGM,3,seq,19000,16000,3.75127,0.00323517,3.5875
wormhole,3,seq,19000,16000,0.000629176,0.000239418,0.000934643
PGM,3,rand,1000,16000,0.117579,0.00325324,0.257163
wormhole,3,rand,1000,16000,0.000295572,0.00124558,0.000114837
PGM,3,rand,2000,16000,0.0930282,0.00368768,0.159184
wormhole,3,rand,2000,16000,0.000380209,0.00114302,0.000118326
PGM,3,rand,3000,16000,0.105328,0.00358454,0.192624
wormhole,3,rand,3000,16000,0.000351404,0.00115939,0.000122909
PGM,3,rand,4000,16000,0.108104,0.00334711,0.259978
wormhole,3,rand,4000,16000,0.000345561,0.00115613,0.000154857
PGM,3,rand,5000,16000,0.0782384,0.00289398,0.176455
wormhole,3,rand,5000,16000,0.0003008,0.000966647,0.000134015
PGM,3,rand,6000,16000,0.102795,0.00323505,0.240753
wormhole,3,rand,6000,16000,0.000310479,0.00109511,0.000157907
PGM,3,rand,7000,16000,0.0937155,0.00313098,0.160992
wormhole,3,rand,7000,16000,0.000273912,0.0011558,0.000123489
PGM,3,rand,8000,16000,0.0969487,0.00335121,0.242221
wormhole,3,rand,8000,16000,0.000273317,0.00107304,0.000159215
PGM,3,rand,9000,16000,0.112162,0.00336423,0.26349
wormhole,3,rand,9000,16000,0.000281564,0.000915243,0.000133094
PGM,3,rand,10000,16000,0.0810748,0.00326021,0.139965
wormhole,3,rand,10000,16000,0.00023356,0.00092197,0.000139349
PGM,3,rand,11000,16000,0.090088,0.0031986,0.14887
wormhole,3,rand,11000,16000,0.000232986,0.00089131,0.000125469
PGM,3,rand,12000,16000,0.106456,0.00370947,0.226815
wormhole,3,rand,12000,16000,0.000229014,0.000936287,0.000145001
PGM,3,rand,13000,16000,0.0965574,0.00365426,0.236349
wormhole,3,rand,13000,16000,0.000246174,0.000905059,9.26E-05
PGM,3,rand,14000,16000,0.0955266,0.00320879,0.233389
wormhole,3,rand,14000,16000,0.000291029,0.000889435,0.000129584
PGM,3,rand,15000,16000,0.0982834,0.00338547,0.289233
wormhole,3,rand,15000,16000,0.000248415,0.000842552,0.000137983
PGM,3,rand,16000,16000,0.0840656,0.00336105,0.222734
wormhole,3,rand,16000,16000,0.000234886,0.00130838,0.000176707
PGM,3,rand,17000,16000,0.104242,0.00344798,0.242145
wormhole,3,rand,17000,16000,0.00020333,0.000842104,0.000132547
PGM,3,rand,18000,16000,0.09911,0.00354908,0.249553
wormhole,3,rand,18000,16000,0.000205376,0.000795215,9.02E-05
PGM,3,rand,19000,16000,0.107955,0.00325226,0.17841
wormhole,3,rand,19000,16000,0.000198353,0.000815944,0.000119732
PGM,3,seq,1000,17000,4.09769,0.00334269,2.87048
wormhole,3,seq,1000,17000,0.00133926,0.000253708,0.00113385
PGM,3,seq,2000,17000,4.28817,0.00346075,4.42819
wormhole,3,seq,2000,17000,0.00127812,0.000243536,0.00113751
PGM,3,seq,3000,17000,3.63741,0.00343186,3.19381
wormhole,3,seq,3000,17000,0.0013288,0.00031029,0.0011848
PGM,3,seq,4000,17000,4.29356,0.00348444,2.91477
wormhole,3,seq,4000,17000,0.00111223,0.00026986,0.00103077
PGM,3,seq,5000,17000,4.21545,0.00350684,4.26573
wormhole,3,seq,5000,17000,0.00118762,0.000220551,0.00109934
